StockCode,Description,Revenue,UnitsSold,CumulativeRevenue,CumulativeRevenuePercent,Category
22940,FELTCRAFT CHRISTMAS FAIRY,15282.81,3491,9805757.509999996,47.887545879758555,A
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,15275.82,17144,9821033.329999996,47.96214710565619,A
21975,PACK OF 60 DINOSAUR CAKE CASES,15236.619999999999,31332,9836269.949999996,48.03655689384016,A
21165,BEWARE OF THE CAT METAL SIGN ,15167.38,9360,9851437.329999996,48.11062854051152,A
21217,RED RETROSPOT ROUND CAKE TINS,15123.2,1420,9866560.529999996,48.18448442906579,A
20750,RED RETROSPOT MINI CASES,15118.47,2066,9881678.999999996,48.258317218120425,A
82582,AREA PATROLLED METAL SIGN,15110.980000000001,7479,9896789.979999997,48.332113428897635,A
35970,ZINC FOLKART SLEIGH BELLS,15072.58,8375,9911862.559999997,48.40572210885329,A
22946,WOODEN ADVENT CALENDAR CREAM,15060.57,976,9926923.129999997,48.47927213659106,A
22606,WOODEN SKITTLES GARDEN SET,14881.94,1069,9941805.069999997,48.55194980415555,A
22730,ALARM CLOCK BAKELIKE IVORY,14867.27,3702,9956672.339999996,48.624555829085864,A
21770,OPEN CLOSED METAL SIGN,14807.300000000001,2991,9971479.639999997,48.69686898361597,A
17003,BROCADE RING PURSE ,14766.42,70369,9986246.059999997,48.768982495958966,A
22485,SET OF 2 WOODEN MARKET CRATES,14677.84,1101,10000923.899999997,48.84066341767245,A
21912,VINTAGE SNAKES & LADDERS,14651.33,3734,10015575.229999997,48.91221487474846,A
21217,RED SPOTTY ROUND CAKE TINS,14646.039999999999,1484,10030221.269999996,48.98374049750034,A
21380,WOODEN HAPPY BIRTHDAY GARLAND,14593.320000000002,5031,10044814.589999996,49.055008656061815,A
84050,PINK HEART SHAPE EGG FRYING PAN,14525.0,9853,10059339.589999996,49.125943166036606,A
84997D,CHILDRENS CUTLERY POLKADOT PINK,14493.640000000001,3666,10073833.229999997,49.196724525840466,A
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,14438.97,3970,10088272.199999997,49.26723889840438,A
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,14411.13,11120,10102683.329999998,49.33761731112266,A
22384,LUNCH BAG PINK RETROSPOT,14391.72,8914,10117075.049999999,49.40790093287099,A
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,14348.82,5678,10131423.87,49.47797504752962,A
20748,KENSINGTON COFFEE SET,14266.98,1600,10145690.85,49.547649487124815,A
21169,YOU'RE CONFUSING ME METAL SIGN ,14262.61,8856,10159953.459999999,49.61730258532182,A
23200,JUMBO BAG PEARS,14188.960000000001,7067,10174142.42,49.68659600526344,A
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,14076.34,10405,10188218.76,49.75533943246747,A
22627,MINT KITCHEN SCALES,14016.8,1600,10202235.56,49.8237920892258,A
35400,WOODEN BOX ADVENT CALENDAR ,13999.1,1435,10216234.66,49.89215830599606,A
23343,JUMBO BAG VINTAGE CHRISTMAS ,13972.710000000001,6078,10230207.370000001,49.960395644162666,A
21257,VICTORIAN SEWING BOX MEDIUM,13968.48,1549,10244175.850000001,50.02861232463721,A
22236,CAKE STAND 3 TIER MAGIC GARDEN,13965.519999999999,1127,10258141.370000001,50.096814549610926,A
22271,FELTCRAFT DOLL ROSIE,13921.730000000001,4866,10272063.100000001,50.16480292107745,A
21668,RED STRIPE CERAMIC DRAWER KNOB,13912.17,10357,10285975.270000001,50.2327446051832,A
22366,DOORMAT AIRMAIL ,13875.59,2085,10299850.860000001,50.30050764664696,A
22295,HEART FILIGREE DOVE LARGE,13873.54,8411,10313724.4,50.36826067669967,A
21888,BINGO SET,13862.17,3520,10327586.57,50.43595818004819,A
22444,GROW YOUR OWN PLANT IN A CAN ,13856.6,10132,10341443.17,50.50362848166036,A
21259,VICTORIAN SEWING BOX SMALL ,13843.92,2293,10355287.09,50.571236859032496,A
21669,BLUE STRIPE CERAMIC DRAWER KNOB,13839.18,10578,10369126.27,50.638822088068835,A
79323P,PINK CHERRY LIGHTS,13787.93,2281,10382914.2,50.70615703182902,A
22621,TRADITIONAL KNITTING NANCY,13784.32,8726,10396698.52,50.77347434573854,A
22776,SWEETHEART CAKESTAND 3 TIER,13753.38,1378,10410451.9,50.840640560595496,A
22109,FULL ENGLISH BREAKFAST PLATE,13750.11,3338,10424202.01,50.90779080603092,A
23077,DOUGHNUT LIP GLOSS ,13695.77,10395,10437897.78,50.974675675819384,A
47556B,TEA TIME TEA TOWELS ,13691.02,5201,10451588.799999999,51.04153734843591,A
22191,IVORY DINER WALL CLOCK,13689.85,1659,10465278.649999999,51.10839330722271,A
21871,SAVE THE PLANET MUG,13654.89,11492,10478933.54,51.17507853482407,A
48116,DOORMAT MULTICOLOUR STRIPE,13634.35,2350,10492567.889999999,51.24166345297036,A
21390,FILIGRIS HEART WITH BUTTERFLY,13552.97,10937,10506120.86,51.307850942516176,A
22636,CHILDS BREAKFAST SET CIRCUS PARADE,13437.03,1618,10519557.889999999,51.37347222572214,A
C2,CARRIAGE,13426.0,268,10532983.889999999,51.43903964265305,A
23356,LOVE HOT WATER BOTTLE,13334.32,2359,10546318.209999999,51.50415932974752,A
23207,LUNCH BAG ALPHABET DESIGN,13325.55,7830,10559643.76,51.56923618753717,A
22207,FRYING PAN UNION FLAG,13298.57,3103,10572942.33,51.63418128539021,A
23108,SET OF 10 LED DOLLY LIGHTS,13290.52,2219,10586232.85,51.699087070141346,A
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,13272.39,10050,10599505.24,51.763904314949905,A
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,13269.49,2841,10612774.73,51.828707397274556,A
21098,CHRISTMAS TOILET ROLL,13263.93,8537,10626038.66,51.893483326698984,A
21704,BAG 250g SWIRLY MARBLES,13235.16,17175,10639273.82,51.958118754515716,A
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,13231.539999999999,15388,10652505.36,52.02273650364562,A
22846,BREAD BIN DINER STYLE RED ,13213.97,822,10665719.33,52.08726844765743,A
15044A,PINK PAPER PARASOL ,13210.85,4964,10678930.18,52.15178515479,A
48187,DOOR MAT NEW ENGLAND,13201.61,2023,10692131.79,52.21625673731862,A
22356,CHARLOTTE BAG PINK POLKADOT,13172.0,11219,10705303.79,52.280583716002816,A
75049L,LARGE CIRCULAR MIRROR MOBILE,13153.8,13968,10718457.59,52.34482181289138,A
22150,3 STRIPEY MICE FELTCRAFT,13144.52,7124,10731602.11,52.409014589831415,A
22580,ADVENT CALENDAR GINGHAM SACK,13141.08,2322,10744743.19,52.47319056713534,A
21935,SUKI  SHOULDER BAG,13103.21,7127,10757846.4,52.537181601933746,A
22088,PAPER BUNTING COLOURED LACE,13076.880000000001,4399,10770923.280000001,52.601044051145394,A
21955,DOORMAT UNION JACK GUNS AND ROSES,13043.59,2172,10783966.870000001,52.664743924808874,A
22553,PLASTERS IN TIN SKULLS,13013.15,7794,10796980.020000001,52.72829514122736,A
22464,HANGING METAL HEART LANTERN,12985.31,7847,10809965.330000002,52.79171039780023,A
22900, SET 2 TEA TOWELS I LOVE LONDON ,12977.66,4032,10822942.990000002,52.855088294717234,A
48129,DOORMAT TOPIARY,12927.53,2087,10835870.520000001,52.91822137600703,A
84988,SET OF 72 PINK HEART PAPER DOILIES,12913.24,8305,10848783.760000002,52.98128467043642,A
21906,PHARMACIE FIRST AID TIN,12879.460000000001,1786,10861663.220000003,53.04418299634624,A
22766,PHOTO FRAME CORNICE,12864.25,4367,10874527.470000003,53.10700704246969,A
22655,VINTAGE RED KITCHEN CABINET,12845.0,76,10887372.470000003,53.16973707900162,A
22838,3 TIER CAKE TIN RED AND CREAM,12837.46,894,10900209.930000003,53.23243029307536,A
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",12764.91,2384,10912974.840000004,53.29476920087035,A
22584,PACK OF 6 PANNETONE GIFT BOXES,12739.15,4989,10925713.990000004,53.35698230673923,A
22947,WOODEN ADVENT CALENDAR RED,12704.15,1011,10938418.140000004,53.41902448607805,A
22303,COFFEE MUG APPLES DESIGN,12701.630000000001,5439,10951119.770000005,53.4810543587067,A
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12654.71,8913,10963774.480000006,53.542855092112774,A
22365,DOORMAT RESPECTABLE HOUSE,12524.1,1950,10976298.580000006,53.6040179765448,A
22616,PACK OF 12 LONDON TISSUES ,12460.16,39147,10988758.740000006,53.664868602624495,A
21535,RED RETROSPOT SMALL MILK JUG,12456.39,5057,11001215.130000006,53.7257008174751,A
62018,SOMBRERO ,12450.85,9567,11013665.980000006,53.78650597709779,A
22623,BOX OF VINTAGE JIGSAW BLOCKS ,12432.28,2312,11026098.260000005,53.84722044798724,A
22804,CANDLEHOLDER PINK HANGING HEART,12411.640000000001,4381,11038509.900000006,53.90783412106013,A
22144,CHRISTMAS CRAFT LITTLE FRIENDS,12382.47,5134,11050892.370000007,53.96830533907924,A
85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,12363.970000000001,2967,11063256.340000007,54.02868621021818,A
23174,REGENCY SUGAR BOWL GREEN,12342.43,3055,11075598.770000007,54.08896188828689,A
21671,RED SPOT CERAMIC DRAWER KNOB,12339.32,9488,11087938.090000007,54.14922237831252,A
21156,RETROSPOT CHILDRENS APRON,12324.05,6631,11100262.140000008,54.209408295534885,A
22631,CIRCUS PARADE LUNCH BOX ,12239.9,6271,11112502.040000008,54.26918325654284,A
85042,ANTIQUE LILY FAIRY LIGHTS,12234.56,2685,11124736.600000009,54.32893213904592,A
15056P,EDWARDIAN PARASOL PINK,12228.92,2473,11136965.520000009,54.38865347795958,A
79323W, WHITE CHERRY LIGHTS,12198.66,2026,11149164.180000009,54.448227038678965,A
22082,RIBBON REEL STRIPES DESIGN ,12192.05,7267,11161356.23000001,54.507768318702254,A
21080,SET/20 RED SPOTTY PAPER NAPKINS ,12185.39,15688,11173541.62000001,54.56727707384867,A
22301,COFFEE MUG CAT + BIRD DESIGN,12124.78,5009,11185666.40000001,54.62648983308118,A
22192,BLUE DINER WALL CLOCK,12104.8,1426,11197771.20000001,54.6856050176831,A
21670,BLUE SPOT CERAMIC DRAWER KNOB,12074.4,8845,11209845.60000001,54.74457174038463,A
20969,RED FLORAL FELTCRAFT SHOULDER BAG,12066.52,3237,11221912.12000001,54.80349998019881,A
21937,STRAWBERRY   PICNIC BAG,12038.82,4100,11233950.94000001,54.86229294387349,A
84212,"ASSORTED FLOWER COLOUR ""LEIS""",11961.49,24794,11245912.43000001,54.92070825758905,A
84987,SET OF 36 TEATIME PAPER DOILIES,11864.15,8138,11257776.580000011,54.97864820020643,A
22729,ALARM CLOCK BAKELIKE ORANGE,11864.0,2999,11269640.580000011,55.036587410281534,A
22488,NATURAL SLATE RECTANGLE CHALKBOARD,11788.06,6905,11281428.640000012,55.09415575862256,A
23300,GARDENERS KNEELING PAD CUP OF TEA ,11785.99,6809,11293214.630000012,55.15171399788025,A
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,11762.93,2883,11304977.560000012,55.20915962097269,A
22791,T-LIGHT GLASS FLUTED ANTIQUE,11728.69,9458,11316706.250000011,55.266438029082586,A
22750,FELTCRAFT PRINCESS LOLA DOLL,11697.6,3125,11328403.85000001,55.32356460559764,A
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,11696.64,2381,11340100.490000011,55.380686493842155,A
47567B,TEA TIME KITCHEN APRON,11683.27,2166,11351783.760000011,55.43774308815218,A
21485,RED SPOT HEART HOT WATER BOTTLE,11670.66,2425,11363454.420000011,55.49473810007524,A
22151,PLACE SETTING WHITE HEART,11609.19,27562,11375063.61000001,55.55143291617536,A
21326,AGED GLASS SILVER T-LIGHT HOLDER,11593.86,17770,11386657.47000001,55.60805286645532,A
23581,JUMBO BAG PAISLEY PARK,11581.83,5020,11398239.30000001,55.664614066845076,A
21260,FIRST AID TIN,11564.43,3512,11409803.73000001,55.72109029233133,A
22508,DOORSTOP RETROSPOT HEART,11561.95,2880,11421365.680000009,55.77755440645201,A
22468,BABUSHKA LIGHTS STRING OF 10,11542.6,1736,11432908.280000009,55.83392402261966,A
48185,DOOR MAT FAIRY CAKE,11532.31,1727,11444440.59000001,55.890243386387475,A
22637,PIGGY BANK RETROSPOT ,11492.82,4478,11455933.41000001,55.94636989619322,A
22663,JUMBO BAG DOLLY GIRL DESIGN,11465.29,5764,11467398.700000009,56.00236196007403,A
22649,STRAWBERRY FAIRY CAKE TEAPOT,11462.58,2286,11478861.280000009,56.05834078935781,A
21172,PARTY METAL SIGN ,11382.16,7685,11490243.440000009,56.11392687831166,A
22367,CHILDRENS APRON SPACEBOY DESIGN,11365.8,5734,11501609.24000001,56.16943307132175,A
21429,RED GINGHAM ROSE JEWELLERY BOX,11342.25,6359,11512951.49000001,56.22482425519518,A
22988,SOLDIERS EGG CUP ,11238.45,9363,11524189.940000009,56.27970851981661,A
22844,VINTAGE CREAM DOG FOOD CONTAINER,11199.64,1181,11535389.58000001,56.33440325133427,A
21922,UNION STRIPE WITH FRINGE  HAMMOCK,11199.18,1443,11546588.76000001,56.389095736388974,A
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,11184.890000000001,5785,11557773.65000001,56.44371843458325,A
22968,ROSE COTTAGE KEEPSAKE BOX ,11184.82,1127,11568958.47000001,56.49834079092449,A
47599A,PINK PARTY BAGS,11180.57,5967,11580139.04000001,56.55294239190134,A
22795,SWEETHEART RECIPE BOOK STAND,11175.81,1597,11591314.85000001,56.60752074687011,A
21868,POTTING SHED TEA MUG,11163.64,9075,11602478.490000011,56.66203966824258,A
22417,PACK OF 60 SPACEBOY CAKE CASES,11159.9,21451,11613638.390000012,56.7165403248944,A
21735,TWO DOOR CURIO CABINET,11112.85,853,11624751.240000011,56.77081120745366,A
47591D,PINK FAIRY CAKE CHILDRENS APRON,11103.119999999999,5952,11635854.36000001,56.82503457243757,A
23170,REGENCY TEA PLATE ROSES ,11097.25,6857,11646951.61000001,56.87922927060058,A
22620,4 TRADITIONAL SPINNING TOPS,11073.45,8181,11658025.06000001,56.93330773872316,A
22834,HAND WARMER BABUSHKA DESIGN,11072.83,6792,11669097.89000001,56.98738317900434,A
22768,FAMILY PHOTO FRAME CORNICE,11064.72,1158,11680162.61000001,57.0414190131667,A
22198,LARGE POPCORN HOLDER ,11063.4,6323,11691226.010000011,57.095448400957075,A
B,Adjust bad debt,11062.06,1,11702288.070000011,57.14947124470315,A
21155,RED RETROSPOT PEG BAG,11060.2,4003,11713348.27000001,57.20348500492506,A
22130,PARTY CONE CHRISTMAS DECORATION ,10991.21,9737,11724339.480000012,57.25716184453814,A
21844,RED RETROSPOT MUG,10986.43,3893,11735325.910000011,57.31081534047083,A
22694,WICKER STAR ,10958.6,4893,11746284.510000011,57.36433292539406,A
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,10949.4,7671,11757233.910000011,57.41780558105795,A
20828,GLITTER BUTTERFLY CLIPS,10940.48,4423,11768174.390000012,57.47123467487475,A
22668,PINK BABY BUNTING,10898.05,3587,11779072.440000013,57.52445655690097,A
22667,RECIPE BOX RETROSPOT ,10891.7,3886,11789964.140000012,57.577647427971016,A
21907,I'M ON HOLIDAY METAL SIGN,10866.220000000001,5163,11800830.360000012,57.63071386452718,A
22950,36 DOILIES VINTAGE CHRISTMAS,10823.97,7851,11811654.330000013,57.683573968343495,A
37370,RETRO COFFEE MUGS ASSORTED,10821.29,7145,11822475.620000012,57.7364209840712,A
23209,LUNCH BAG VINTAGE DOILY ,10797.0,6548,11833272.620000012,57.789149376787066,A
21086,SET/6 RED SPOTTY PAPER CUPS,10781.81,16658,11844054.430000013,57.841803587388874,A
21210,SET OF 72 RETROSPOT PAPER  DOILIES,10777.789999999999,7447,11854832.220000012,57.89443816585781,A
22274,FELTCRAFT DOLL EMILY,10770.070000000002,3773,11865602.290000012,57.94703504281782,A
22904,CALENDAR PAPER CUT DESIGN,10755.050000000001,3467,11876357.340000013,57.999558567878374,A
21035,SET/2 RED RETROSPOT TEA TOWELS ,10684.210000000001,3335,11887041.550000014,58.051736137642074,A
21833,CAMOUFLAGE LED TORCH,10681.67,6239,11897723.220000014,58.10390130302331,A
21624,VINTAGE UNION JACK DOORSTOP,10641.15,1771,11908364.370000014,58.155868584318895,A
21974,SET OF 36 PAISLEY FLOWER DOILIES,10622.15,7046,11918986.520000014,58.20774307692672,A
22064,PINK DOUGHNUT TRINKET POT ,10592.66,6606,11929579.180000015,58.25947355172394,A
21524,DOOR MAT SPOTTY HOME SWEET HOME,10563.06,1772,11940142.240000015,58.311059471512884,A
48111,DOOR MAT 3 SMILEY CATS,10532.27,1829,11950674.510000015,58.362495024791514,A
22179,SET 10 LIGHTS NIGHT OWL,10509.880000000001,1518,11961184.390000015,58.413821233927074,A
23209,LUNCH BAG DOILEY PATTERN ,10502.19,6551,11971686.580000015,58.46510988806216,A
22302,COFFEE MUG PEARS  DESIGN,10492.45,4926,11982179.030000014,58.516350975785734,A
22812,PACK 3 BOXES CHRISTMAS PANNETONE,10485.949999999999,4803,11992664.980000013,58.56756032001087,A
21121,SET/10 RED POLKADOT PARTY CANDLES,10451.93,8654,12003116.910000013,58.618603523648794,A
21890,S/6 WOODEN SKITTLES IN COTTON BAG,10451.6,3489,12013568.510000013,58.66964511569371,A
23208,LUNCH BAG VINTAGE LEAF DESIGN,10441.91,6308,12024010.420000013,58.72063938550789,A
22418,10 COLOUR SPACEBOY PEN,10397.33,12290,12034407.750000013,58.77141594375892,A
21982,PACK OF 12 SUKI TISSUES ,10395.88,32086,12044803.630000014,58.822185420768,A
22174,PHOTO CUBE,10374.33,5122,12055177.960000014,58.87284965587071,A
22992,REVOLVER WOODEN RULER ,10373.99,5233,12065551.950000014,58.92351223054426,A
22725,ALARM CLOCK BAKELIKE CHOCOLATE,10324.92,2518,12075876.870000014,58.97393516622267,A
84997B,CHILDRENS CUTLERY RETROSPOT RED ,10316.86,2634,12086193.730000013,59.02431873996302,A
22120,WELCOME  WOODEN BLOCK LETTERS,10314.19,1018,12096507.920000013,59.07468927445093,A
22089,PAPER BUNTING VINTAGE PAISLEY,10303.35,3506,12106811.270000013,59.12500687055066,A
48194,DOOR MAT HEARTS,10298.44,1700,12117109.710000012,59.17530048810005,A
22740,POLKADOT PEN,10293.71,12049,12127403.420000013,59.2255710061498,A
20724,RED SPOTTY CHARLOTTE BAG,10231.44,11534,12137634.860000012,59.2755374214845,A
22380,TOY TIDY SPACEBOY  ,10217.66,4964,12147852.520000013,59.3254365406025,A
23582,VINTAGE DOILY JUMBO BAG RED ,10206.41,4802,12158058.930000013,59.37528071905014,A
22748,POPPY'S PLAYHOUSE KITCHEN,10161.4,4142,12168220.330000013,59.424905085980114,A
21892,TRADITIONAL WOODEN CATCH CUP GAME ,10151.28,7826,12178371.610000012,59.47448003072482,A
84997C,CHILDRENS CUTLERY POLKADOT BLUE,10150.76,2582,12188522.370000012,59.52405243598965,A
22970,LONDON BUS COFFEE MUG,10140.6,4334,12198662.970000012,59.57357522372462,A
21033,JUMBO BAG CHARLIE AND LOLA TOYS,10132.11,4590,12208795.080000011,59.623056549566996,A
22966,GINGERBREAD MAN COOKIE CUTTER,10131.26,8219,12218926.340000011,59.67253372433652,A
21781,MA CAMPAGNE CUTLERY BOX,10125.72,655,12229052.060000012,59.721983843878135,A
84792,ENCHANTED BIRD COATHANGER 5 HOOK,10119.51,2297,12239171.570000011,59.77140363616971,A
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,10117.08,7465,12249288.650000012,59.820811561276464,A
22381,TOY TIDY PINK POLKADOT,10090.01,4712,12259378.660000011,59.87008728692127,A
23171,REGENCY TEA PLATE GREEN ,10051.99,6247,12269430.650000012,59.91917733751828,A
21558,SKULL LUNCH BOX WITH CUTLERY ,10014.54,3909,12279445.19000001,59.96808449672811,A
21756,BATH BUILDING BLOCK WORD,9944.65,1612,12289389.840000011,60.01665034007551,A
22327,ROUND SNACK BOXES SET OF 4 SKULLS,9943.550000000001,3065,12299333.390000012,60.065210811446235,A
23076,ICE CREAM SUNDAE LIP GLOSS,9935.76,8076,12309269.150000012,60.113733239454994,A
22131,FOOD CONTAINER SET 3 LOVE HEART ,9914.89,5243,12319184.040000012,60.16215374641568,A
84880,WHITE WIRE EGG HOLDER,9894.99,1729,12329079.030000012,60.21047706943499,A
22300,COFFEE MUG DOG + BALL DESIGN,9891.4,4116,12338970.430000013,60.258782860275936,A
85232B,SET/3 RUSSIAN DOLL STACKING TINS,9867.14,1968,12348837.570000013,60.306970174613475,A
22429,ENAMEL MEASURING JUG CREAM,9844.039999999999,2280,12358681.610000012,60.355044677441164,A
20829,GLITTER HANGING BUTTERFLY STRING,9825.02,4820,12368506.630000012,60.4030262939088,A
48184,DOOR MAT ENGLISH ROSE ,9816.33,1481,12378322.960000012,60.450965471760846,A
21488,RED WHITE SCARF  HOT WATER BOTTLE,9784.58,2384,12388107.540000012,60.49874959483205,A
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,9765.529999999999,5440,12397873.070000011,60.54644068503473,A
22745,POPPY'S PLAYHOUSE BEDROOM ,9764.64,3976,12407637.710000012,60.59412742881995,A
79000,MOROCCAN TEA GLASS,9759.91,11973,12417397.620000012,60.64179107310553,A
23240,SET OF 4 KNICK KNACK TINS DOILY ,9726.48,2352,12427124.100000013,60.68929145813684,A
22549,PICTURE DOMINOES,9718.41,6521,12436842.510000013,60.736752432393914,A
47570B,TEA TIME TABLE CLOTH,9622.27,973,12446464.780000012,60.78374389589099,A
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,9621.970000000001,2634,12456086.750000013,60.83073389430355,A
22840,ROUND CAKE TIN VINTAGE RED,9602.6,1264,12465689.350000013,60.87762929709073,A
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,9589.84,2955,12475279.190000013,60.924462384948676,A
23175,REGENCY MILK JUG PINK ,9587.15,3160,12484866.340000013,60.97128233588188,A
22978,PANTRY ROLLING PIN,9564.98,2464,12494431.320000013,61.017994017067345,A
85099B,RED RETROSPOT JUMBO BAG ,9563.89,5417,12503995.210000014,61.06470037511229,A
22381,TOY TIDY PINK RETROSPOT  ,9529.53,4553,12513524.740000013,61.111238932140864,A
82552,WASHROOM METAL SIGN,9527.16,6955,12523051.900000013,61.15776591500155,A
35961,FOLKART ZINC HEART CHRISTMAS DEC,9514.78,11430,12532566.680000013,61.20423243870674,A
16014,SMALL CHINESE STYLE SCISSOR,9513.1,29355,12542079.780000012,61.250690757938486,A
22767,TRIPLE PHOTO FRAME CORNICE ,9478.23,1004,12551558.010000013,61.296978785510156,A
22942,CHRISTMAS LIGHTS 10 SANTAS ,9466.41,1221,12561024.420000013,61.343209088750804,A
82001S,VINYL RECORD FRAME SILVER,9463.64,2639,12570488.060000014,61.389425864377515,A
85014A,BLACK/BLUE POLKADOT UMBRELLA,9433.61,1656,12579921.670000013,61.43549598504142,A
21539,RED RETROSPOT BUTTER DISH,9408.77,1856,12589330.440000013,61.48144479670514,A
21716,BOYS VINTAGE TIN SEASIDE BUCKET,9397.07,3709,12598727.510000013,61.52733647007167,A
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,9387.29,2490,12608114.800000012,61.57318038168208,A
21385,IVORY HANGING DECORATION  HEART,9358.94,10832,12617473.740000011,61.61888584280314,A
22357,KINGS CHOICE BISCUIT TIN,9352.41,2073,12626826.150000012,61.66455941391732,A
84692,BOX OF 24 COCKTAIL PARASOLS,9336.68,19085,12636162.830000011,61.71015616576526,A
22656,VINTAGE BLUE KITCHEN CABINET,9290.0,45,12645452.830000011,61.755524950458266,A
